stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
300L6-ESTACIÓN_5,,ESTACIÓN 414,DescripciÃ³n ,19.46858498,-99.07166004,,,0,,1
300L6-ESTACIÓN_6,,ESTACIÓN 482,DescripciÃ³n ,19.46699685,-99.07555461,,,0,,1
5019A-RISACOLAA3,,ESTACIÓN 41428503,,19.44476144,-99.16729689,,,0,,0
5162B-FESO_JUME5,,ESTACIÓN 41428800,,19.34205265,-98.97966027,,,0,,0
5162B-PEDROINFA4,,ESTACIÓN 41428805,,19.33930922,-98.98011088,,,0,,0
5162B-PEIN_ENRA2,,ESTACIÓN 41428812,,19.33906626,-98.97891998,,,0,,0
5162B-ENRA_JILG6,,ESTACIÓN 41428830,,19.33803366,-98.97934914,,,0,,0
5162B-MAMOC_PLI2,,ESTACIÓN 41428832,,19.33828675,-98.98072243,,,0,,0
5162B-PILI_ALVA8,,ESTACIÓN 41428833,,19.33788181,-98.98091555,,,0,,0
5013A-ESTACIÓN_2,,ESTACIÓN 41428963,,19.30016727,-99.20918226,,,0,,0
5162B-ALBE_VASQ5,,ESTACIÓN 41428974,,19.33789193,-98.98070097,,,0,,0
5162B-LURE_PEVA4,,ESTACIÓN 41428990,,19.33881317,-98.97762179,,,0,,0
5162B-LURE_CUSA0,,ESTACIÓN 41428991,,19.33922823,-98.97734284,,,0,,0
50043-JOLOFAPUT7,,ESTACIÓN 41429207,,19.47338973,-99.07941699,,,0,,0
50043-JOLOFA4147,,ESTACIÓN 41429219,,19.47048667,-99.07978177,,,0,,0
50167-BEJU_ESTR6,,ESTACIÓN 41429690,,19.33741613,-98.99152637,,,0,,0
50167-BEJU_MARA4,,ESTACIÓN 41429693,,19.33558375,-98.99199843,,,0,,0
50142-ESTACIÓN_7,,ESTACIÓN 41429859,,19.2465116,-99.07547951,,,0,,0
50119-ESCA_SAAN8,,ESTACIÓN 41429889,,19.3823687,-99.19902205,,,0,,0
50119-LOCA_SECA9,,ESTACIÓN 41430592,,19.37882639,-99.2172718,,,0,,0
50119-LOCA_HEVI0,,ESTACIÓN 41430705,,19.37888711,-99.21860218,,,0,,0
5119B-ESTACIÓN_1,,ESTACIÓN 41430722,,19.37759162,-99.22323704,,,0,,0
50119-GUDO_ROOS2,,ESTACIÓN 41430746,,19.37484879,-99.22337651,,,0,,0
50119-GUDO_TOJE3,,ESTACIÓN 41430748,,19.37416054,-99.22421336,,,0,,0
50119-GUDO_PUEP4,,ESTACIÓN 41430773,,19.37227797,-99.22613382,,,0,,0
50119-GUDO_PUET5,,ESTACIÓN 41430808,,19.37159983,-99.2269063,,,0,,0
50119-GUSDIAORD1,,ESTACIÓN 41430836,,19.37149862,-99.23124075,,,0,,0
5116A-20AGOSTO_8,,ESTACIÓN 41434385,,19.3538256,-99.14624691,,,0,,0
5116A-HE47_CONV9,,ESTACIÓN 41434386,,19.35115323,-99.14927244,,,0,,0
5116A-XICO_CORI5,,ESTACIÓN 41434387,,19.35153789,-99.15128946,,,0,,0
5116A-PREPA6_2,,ESTACIÓN 41434389,,19.35117348,-99.15322065,,,0,,0
5116A-MIHI_SAPE3,,ESTACIÓN 41434390,,19.35064709,-99.15594578,,,0,,0
5116A-MIHI_MORE3,,ESTACIÓN 41434391,,19.35048513,-99.15734053,,,0,,0
5116A-MIHI_ABAS2,,ESTACIÓN 41434393,,19.34991825,-99.1599369,,,0,,0
5116A-CUAU_ABAS9,,ESTACIÓN 41434394,,19.35155814,-99.1603446,,,0,,0
5116A-MALI_IGAL5,,ESTACIÓN 41434395,,19.35222623,-99.16193247,,,0,,0
5116A-MALI_CENT8,,ESTACIÓN 41434397,,19.35188206,-99.16365981,,,0,,0
5116A-CENTMEXIC7,,ESTACIÓN 41434400,,19.35087992,-99.16396022,,,0,,0
5116A-BEDO_AYUN0,,ESTACIÓN 41434411,,19.35168973,-99.16783333,,,0,,0
5116A-MEOC_PEVA9,,ESTACIÓN 41434412,,19.35115323,-99.16968942,,,0,,0
5116A-GUIPERVAL3,,ESTACIÓN 41434414,,19.35115323,-99.17275786,,,0,,0
5116A-PEVA_TLAP8,,ESTACIÓN 41434417,,19.35132532,-99.1752255,,,0,,0
5116A-PEVA_UNIV0,,ESTACIÓN 41434420,,19.35186182,-99.17738199,,,0,,0
5116A-VALER_MAR9,,ESTACIÓN 41434427,,19.35207439,-99.17992473,,,0,,0
5116A-VALER_INS6,,ESTACIÓN 41434428,,19.35156826,-99.18600798,,,0,,0
5116A-REVO_CADL8,,ESTACIÓN 41434430,,19.34860229,-99.19070721,,,0,,0
5116A-REFO_CADL3,,ESTACIÓN 41434432,,19.3485213,-99.19341087,,,0,,0
5116A-LEVA_DIRI7,,ESTACIÓN 41434434,,19.34888573,-99.1978097,,,0,,0
5116A-CAMREAMIN4,,ESTACIÓN 41434530,,19.34623352,-99.21277642,,,0,,0
5116A-CARM_DELE5,,ESTACIÓN 41434532,,19.34592982,-99.21134949,,,0,,0
5116A-CAMREAMIN7,,ESTACIÓN 41434533,,19.34716483,-99.2151475,,,0,,0
5116A-COLINA9,,ESTACIÓN 41434534,,19.34641573,-99.2227006,,,0,,0
5116A-RIGU_BELL5,,ESTACIÓN 41434543,,19.34583872,-99.22417045,,,0,,0
5116A-RIGU_RIBA1,,ESTACIÓN 41434551,,19.3455249,-99.22711015,,,0,,0
5116A-RILE_RIGR6,,ESTACIÓN 41434591,,19.34593995,-99.22766805,,,0,,0
5116A-RILE_RICO2,,ESTACIÓN 41434606,,19.34564638,-99.22892332,,,0,,0
5116A-RIGU_AJUS8,,ESTACIÓN 41434638,,19.34630438,-99.22464252,,,0,,0
557AX-ESTACIÓN_7,,ESTACIÓN 41434643,,19.34915904,-99.20114636,,,0,,0
5116A-VALER_TEC7,,ESTACIÓN 41434648,,19.35039402,-99.18638349,,,0,,0
5116A-VALER_INS4,,ESTACIÓN 41434650,,19.35176059,-99.18426991,,,0,,0
5116A-GUPV_SANO6,,ESTACIÓN 41434655,,19.35157838,-99.17684555,,,0,,0
5116A-GUPV_RIRE5,,ESTACIÓN 41434756,,19.35097102,-99.174335,,,0,,0
5116A-GUPV_MEOC4,,ESTACIÓN 41434763,,19.35095078,-99.16982889,,,0,,0
5116A-ESTACIÓN_1,,ESTACIÓN 41434769,,19.35287408,-99.16349888,,,0,,0
5116A-ESTACIÓN_9,,ESTACIÓN 41434782,,19.35368389,-99.15955067,,,0,,0
5116A-ESTACIÓN_8,,ESTACIÓN 41434787,,19.35417989,-99.15619254,,,0,,0
5116A-ESTACIÓN_6,,ESTACIÓN 41434791,,19.35499982,-99.15252328,,,0,,0
5116A-ESTACIÓN_3,,ESTACIÓN 41434817,,19.35411916,-99.14865017,,,0,,0
557AX-ESTACIÓN_4,,ESTACIÓN 41435226,,19.37140753,-99.19138312,,,0,,0
5017F-ESTACIÓN_2,,ESTACIÓN 41439654,,19.28890691,-99.16035533,,,0,,0
500R9-ESTACIÓN_2,,ESTACIÓN 414134605,,19.34064855,-99.14360955,,,0,,0
50144-_AV._CUAU5,, AV. JOSÉ MARÍA MORELOS - CUAUTEPEC,,19.18980873,-99.08133745,,,0,,0
50144-__AV.__FER_O6,, AV. JOSÉ MARÍA MORELOS - FERNANDO MONTES DE OCA,,19.19171366,-99.08683062,,,0,,0
50144-_AV._FRON5,, AV. JOSÉ MARÍA MORELOS - FRONTERA,,19.19027483,-99.08260345,,,0,,0
50144-_AV._OTRI2,, AV. JOSÉ MARÍA MORELOS - OTRIQUISCO,,19.19399347,-99.093225,,,0,,0
50144-_AV._VENU5,, AV. JOSÉ MARÍA MORELOS - VENUSTIANO CARRANZA,,19.19098412,-99.08470631,,,0,,0
50011-__CUIDÍN8,,  CUITLÁHUAC - AV. JARDÍN,,19.47385502,-99.15877819,,,0,,0
50115-___JES_SÉ__6,,  JESÚS DEL MONTE -  SAN JOSÉ DE LOS CEDROS,,19.36972736,-99.29198742,,,0,,0
5110B-___LEA_DE__9,,  LEANDRO VALLE -  MONTE DE LAS CRUCES,,19.32417396,-99.32921648,,,0,,0
50145-__AYUN_16__S8,, AYUNTAMIENTO - 16 DE SEPTIEMBRE ,,19.19837063,-99.12290096,,,0,,0
50076-_CANTERA_5,, CANTERA LA VILLA,,19.48640735,-99.11404967,,,0,,0
50168-_CETRPANT4,, CETRAM METRO PANTITLÁN_PANTITLÁN,,19.41655309,-99.0746212,,,0,,0
5011A-_CUITSÁNC3,, CUITLÁHUAC - SÁNCHEZ TRUJILLO,,19.45903575,-99.17896986,,,0,,0
50141-_JOSÉSAN_9,, JOSÉ LÓPEZ PORTILLO - SAN FRANCISCO,,19.20952575,-98.99813533,,,0,,0
50144-_PROLFREN4,, PROL. JOSÉ MARÍA MORELOS - FRENTE NO. 350,,19.19930278,-99.1042757,,,0,,0
5046C-_TERMINAL3,, TERMINAL SANTA CATARINA,Eje 10 Sur - Hospital PsiquiÃ¡trico,19.3216226,-98.95885706,,,0,,0
1CORE-11_DEABRI6,,11 DE ABRIL,Sentido Norte Av Patriotismo  Y Calle 11 De Abril,19.39693184,-99.18099761,,,0,,0
1CORE-11_DEABRI7,,11 DE ABRIL_1,Sentido Sur Av RevoluciÃ³n Y Calle De HÃ©roes De 1810,19.39601093,-99.18539643,,,0,,0
1CORE-13_DESEPT2,,13 DE SEPTIEMBRE,Sentido Norte Av Patriotismo  Y Calle 13 De Septiembre,19.39895581,-99.18036461,,,0,,0
5163B-15_DESEPT5,,15 DE SEPTIEMBRE Y PORFIRIO DIAZ ,,19.3517201,-98.99615049,,,0,,0
5163B-15_DESEPT9,,15 DE SEPTIEMBRE Y TETEPETONGO ,,19.35490871,-98.99563551,,,0,,0
40004-16_DESEPT4,,16 DE SEPTIEMBRE,Rosario Puerto Aereo,19.48983606,-99.19435501,,,0,,0
5145A-16_DESEAL0,,16 DE SEPTIEMBRE - ALDAMA,,19.27610643,-99.13301826,,,0,,0
50145-16_DESECA2,,16 DE SEPTIEMBRE - CAMINO A TOPILEJO,,19.20079219,-99.12956357,,,0,,0
50142-16_DESECU5,,16 DE SEPTIEMBRE - CUAUHTÉMOC,,19.25853451,-99.10430789,,,0,,0
50142-16_DESECU7,,16 DE SEPTIEMBRE - CUITLÁHUAC,,19.25711652,-99.1046083,,,0,,0
50142-16_DESEFR0,,16 DE SEPTIEMBRE - FRANCISCO I. MADERO,,19.26143122,-99.10368562,,,0,,0
5145A-16_DESEHI2,,16 DE SEPTIEMBRE - HIDALGO,,19.27264283,-99.13190246,,,0,,0
50144-16_DESELO6,,16 DE SEPTIEMBRE - LOVELIA,,19.25164702,-99.10584211,,,0,,0
50145-16_DESEMO6,,16 DE SEPTIEMBRE - MORELOS,,19.20252476,-99.12944555,,,0,,0
50142-16_DESENE6,,16 DE SEPTIEMBRE - NETZAHUALCÓYOTL,,19.25994236,-99.10402894,,,0,,0
5145A-16_DESENI3,,16 DE SEPTIEMBRE - NIÑOS HÉROES,,19.27927626,-99.13534641,,,0,,0
5145A-16_DESEPA4,,16 DE SEPTIEMBRE - PASEO DE LA VIRGEN,,19.28099787,-99.13796425,,,0,,0
50145-16_DESEPR2,,16 DE SEPTIEMBRE - PROGRESO,,19.20030586,-99.12268639,,,0,,0
50166-16_DESESI0,,16 DE SEPTIEMBRE - SIMÓN BOLIVAR ,,19.34262968,-99.0005064,,,0,,0
50166-16_DESEPT1,,16 DE SEPTIEMBRE Y MAGUEY ,,19.34437087,-99.00023818,,,0,,0
50023-18_DEMA104,,18 DE MARZO - 100 METROS,,19.5593165,-99.1403139,,,0,,0
50023-18_DEMA184,,18 DE MARZO - 18 DE MARZO,,19.54940714,-99.14515257,,,0,,0
50163-18_DEMA_B1,,18 DE MARZO -  BENITO JUÁREZ,,19.34773172,-98.99121523,,,0,,0
50023-18_DEMACE3,,18 DE MARZO - CERRADA PUERTO MARFIL,,19.5583037,-99.1404223,,,0,,0
50023-18_DEMACO6,,18 DE MARZO - COMETA,,19.5605003,-99.1402978,,,0,,0
50023-18_DEMAFR6,,18 DE MARZO - FRANCISCO GRANADOS,,19.55149997,-99.14533496,,,0,,0
50023-18_DEMAGU3,,18 DE MARZO - GUADALUPE VICTORIA,,19.5532506,-99.1442258,,,0,,0
50023-18_DEMALU2,,18 DE MARZO - LUIS ECHEVERRÍA,,19.5575682,-99.1404571,,,0,,0
50023-18_DEMAPU0,,18 DE MARZO - PUERTO ACAPULCO,,19.55446223,-99.1428566,,,0,,0
50023-18_DEMAPU9,,18 DE MARZO - PUERTO VALLARTA,,19.55634269,-99.14137602,,,0,,0
40007-1A._CDA._8,,1A. CDA. HIDALGO,San Francisco,19.33764897,-99.11984324,,,0,,0
1SAUS-1ER_PUENT7,,1ER PUENTE PEATONAL,,19.40630258,-99.11019802,,,0,,0
1SAUS-2°_PUENTE4,,2° PUENTE PEATONAL,,19.40685914,-99.10742998,,,0,,0
40003-20_DENOVI4,,20 DE NOVIEMBRE,EJE 7,19.37191083,-99.17113296,,,0,,0
40003-20_DENOVI6,,20 DE NOVIEMBRE_1,EJE 7,19.37195932,-99.17059522,,,0,,0
50166-20_DENOEJ7,,20 DE NOVIEMBRE - EJE CENTRAL ,,19.34197167,-98.99650455,,,0,,0
5145A-20_DENOJO7,,20 DE NOVIEMBRE - JOSÉ MARÍA IZAZAGA,,19.4257608,-99.13423061,,,0,,0
5145A-20_DENORE0,,20 DE NOVIEMBRE - REPÚBLICA DE SALVADOR,,19.42910985,-99.13376927,,,0,,0
50148-20_DENOVE4,,20 DE NOVIEMBRE - VENUSTIANO CARRANZA,,19.21261583,-98.97224665,,,0,,0
1CEUS-22_DEFEBR8,,22 DE FEBRERO,,19.47763802,-99.18435574,,,0,,0
1CEUS-22_DEFEBR0,,22 DE FEBRERO_1,,19.47763802,-99.18469906,,,0,,0
40004-22_DEFEBR9,,22 DE FEBRERO_1_2,Rosario Chapultepec,19.47745674,-99.18424839,,,0,,0
40006-22_DEFEBR9,,22 DE FEBRERO_1_3,,19.47774928,-99.18529987,,,0,,2
40004-2A_CDTULA4,,2A CDA. DE TULA,Rosario Puerto Aereo,19.47548354,-99.18253183,,,0,,0
1CEUS-2DA_CSAN_5,,2DA CERRADA DE SAN ISIDRO,,19.48297857,-99.20096397,,,0,,0
300L5-314-MEMOR3,,314-MEMORIAL NEWS DIVINE,DescripciÃ³n ,19.50147503,-99.08852577,,,0,,1
300L5-314-MEMOR0,,314-MEMORIAL NEWS DIVINE_1,ESTACIÃ“N EN DOS CUERPOS,19.50152751,-99.08798933,,,0,,1
40004-3A._CDA._0,,3A. CDA. AV. 503,Rosario Puerto Aereo,19.46086148,-99.0953208,,,0,,0
500R6-3M4,,3M,DescripciÃ³n ,19.36732509,-99.26110822,,,0,,0
300L6-416_ORIEN7,,416 ORIENTE,DescripciÃ³n ,19.47158458,-99.07087297,,,0,,1
300L6-416_PONIE5,,416 PONIENTE,DescripciÃ³n ,19.47391935,-99.07911658,,,0,,1
1SAUS-5_DE_FEBR7,,5 DE FEBRERO,,19.40755736,-99.13778186,,,0,,0
1SAUS-5_DE_FEBR8,,5 DE FEBRERO_1,,19.41429662,-99.13702011,,,0,,0
40002-5_DE_FEBR9,,5 DE FEBRERO_1_2,,19.41447243,-99.13701073,,,0,,0
40002-5_DE_FEBR5,,5 DE FEBRERO_1_3,,19.41370194,-99.13706332,,,0,,0
40005-5_DE_FEBR3,,5 DE FEBRERO_1_4,San Felipe Metro Hidalgo,19.4842668,-99.11338658,,,0,,0
40005-5_DE_FEBR8,,5 DE FEBRERO_1_5,San Felipe Metro Hidalgo,19.47978932,-99.11558956,,,0,,0
5101D-5_DE_FEAL9,,5 DE FEBRERO - ALBERTO HERRERA,,19.48124898,-99.11475778,,,0,,0
5076A-5_DE_FECU7,,5 DE FEBRERO - CUAUHTÉMOC,,19.48139058,-99.11818027,,,0,,0
5101D-5_DE_FEFR9,,5 DE FEBRERO - FRENTE DELEGACIÓN GUSTAVO A. MADERO,,19.48283696,-99.11419988,,,0,,0
50076-5_DE_FEIT8,,5 DE FEBRERO - ITURBIDE,,19.48097588,-99.11482215,,,0,,0
5017B-5_DE_FEMA8,,5 DE FEBRERO - MARIANO ABASOLO,,19.48699398,-99.1128695,,,0,,0
50011-5_DE_FESA7,,5 DE FEBRERO - SAN JUAN DE ARAGÓN,,19.48417207,-99.11368489,,,0,,0
300L5-5_DE_MAYO7,,5 DE MAYO,ESTACIÃ“N EN DOBLE CUERPO,19.49758326,-99.09024239,,,0,,1
300L5-5_DE_MAYO8,,5 DE MAYO_1,ESTACIÃ“N DOBLE CUERPO,19.49745178,-99.0898025,,,0,,1
510E+-5_DE_MADI2,,5 DE MAYO  - DILIGENCIAS,,19.26647502,-99.17045116,,,0,,0
50147-5_DE_MAAG5,,5 DE MAYO - AGUSTÍN ITURBIDE,,19.20518943,-99.06730413,,,0,,0
50148-5_DE_MAAR5,,5 DE MAYO - ARBOLEDAS,,19.21519928,-98.97893071,,,0,,0
50037-5_DE_MA_I0,,5 DE MAYO -  INGENIERO EDUARDO MOLINA,,19.49769451,-99.09046769,,,0,,0
50148-5_DE_MABA8,,5 DE MAYO - BARRANCA SECA,,19.21674934,-98.98835063,,,0,,0
50148-5_DE_MAEM9,,5 DE MAYO - EMILIANO ZAPATA,,19.21441918,-98.97423148,,,0,,0
510E+-5_DE_MAEN2,,5 DE MAYO - ENSEÑANZA,,19.26582683,-99.16871309,,,0,,0
510E+-5_DE_MAEN0,,5 DE MAYO - ENSEÑANZA_1,,19.26534069,-99.1678977,,,0,,0
50037-5_DE_MAFR5,,5 DE MAYO - FRAY JUAN DE PADILLA,,19.49854405,-99.09310699,,,0,,0
50124-5_DE_MAGE3,,5 DE MAYO - GENERAL ANAYA,,19.36488918,-99.19804573,,,0,,0
50124-5_DE_MAGU7,,5 DE MAYO - GUADALUPE HIDALGO,,19.36520295,-99.20479417,,,0,,0
50147-5_DE_MAHI6,,5 DE MAYO - HIDALGO,,19.20567575,-99.06876326,,,0,,0
50148-5_DE_MAIG8,,5 DE MAYO - IGNACIO ALLENDE,,19.21566531,-98.98217082,,,0,,0
50148-5_DE_MALA1,,5 DE MAYO - LAS CRUCES,,19.21629344,-98.98533583,,,0,,0
50148-5_DE_MALO8,,5 DE MAYO - LOS PIRULES,,19.21576662,-98.98194551,,,0,,0
5161F-5_DE_MAMA1,,5 DE MAYO - MARIANO MATAMOROS,,19.34270054,-99.03611541,,,0,,0
50148-5_DE_MAME7,,5 DE MAYO - MERCADO DE TECOMITL,,19.21695196,-98.98967028,,,0,,0
510E+-5_DE_MANI0,,5 DE MAYO - NIÑOS HÉROES,,19.26501659,-99.16673899,,,0,,0
50147-5_DE_MANI1,,5 DE MAYO - NIÑOS HÉROES_1,,19.20657747,-99.07125235,,,0,,0
50148-5_DE_MAVI7,,5 DE MAYO - VICENTE GUERRERO,,19.21689117,-98.99141908,,,0,,0
200LA-ACATITLA1,,ACATITLA,Metro A,19.3642515,-99.00597811,,,0,,0
50168-ACOLHCHIM1,,ACOLHUACAN - CHIMALPOPOCA,,19.42630718,-99.05682206,,,0,,0
50168-ACOLHCIRC0,,ACOLHUACAN - CIRCUNVALACIÓN,,19.42225991,-99.05671477,,,0,,0
50168-ACOLHCUIT7,,ACOLHUACAN - CUITLÁHUAC,,19.42508289,-99.05689716,,,0,,0
50168-ACOLHREY_0,,ACOLHUACAN - REY MAXTLA,,19.42404072,-99.05655384,,,0,,0
1ATRO-ACONCAGUA6,,ACONCAGUA,,19.42045885,-99.22481418,,,0,,0
1ATRO-ACONCAGUA2,,ACONCAGUA_1,,19.42104571,-99.22458887,,,0,,0
40002-ACONCHI8,,ACONCHI,,19.4139328,-99.11601957,,,0,,0
5039A-_ACOXP_2DA_A1,,ACOXPA - 2DA. CERRADA DE ACOXPA,En la Esquina con rejas Verdes,19.28993982,-99.11781549,,,0,,0
5162D-ACOXPCALZ1,,ACOXPA - CALZADA GUADALUPE,,19.29656242,-99.13450956,,,0,,0
5039A-_ACOXP_CAN_M3,,ACOXPA - CANAL DE MIRAMONTES,Parabus Frente a Wal-Mart ,19.2924208,-99.12413478,,,0,,0
5162D-_ACOXP_CAN_M6,,ACOXPA - CANAL DE MIRAMONTES_1,,19.29289673,-99.12644148,,,0,,0
5039A-ACOXPCERR4,,ACOXPA - CERRADA ACOXPA,Parabus frente a TELMEX,19.2903145,-99.11972523,,,0,,0
5162D-ACOXPDIVI8,,ACOXPA - DIVISIÓN DEL NORTE,,19.29529666,-99.13115144,,,0,,0
5162D-ACOXPEL_B1,,ACOXPA - EL BORDO,,19.29967111,-99.14235234,,,0,,0
5039A-ACOXPEL_P2,,ACOXPA - EL PORTILLO,Frente a rejas verdes,19.28952463,-99.11762238,,,0,,0
5039A-ACOXPEL_P5,,ACOXPA - EL POTRERO,En la Esquina de la Calle ,19.29070943,-99.11967158,,,0,,0
5039A-ACOXPLA_G7,,ACOXPA - LA GARITA,,19.29095247,-99.12025094,,,0,,0
5039A-ACOXPLA_G5,,ACOXPA - LA GARITA_1,,19.29069931,-99.12078738,,,0,,0
5039A-ACOXPLA_T6,,ACOXPA - LA TEJA,Esquina de la Calle,19.29167144,-99.12216067,,,0,,0
5039A-ACOXPLA_V6,,ACOXPA - LA VEREDA,Enfrente del Wal-Mart,19.29198536,-99.12412405,,,0,,0
5162D-ACOXPLAS_4,,ACOXPA - LAS TORRES,,19.29792944,-99.138726,,,0,,0
5162D-ACOXPLAS_0,,ACOXPA - LAS TORRES_1,,19.2980307,-99.13814664,,,0,,0
5162D-ACOXPPLAZ4,,ACOXPA - PLAZA COAPA,,19.29365621,-99.1272676,,,0,,0
5162D-ACOXPRETO6,,ACOXPA - RETORNO 2 ACOXPA,,19.29913443,-99.14190173,,,0,,0
5162D-_ACOXP_SAN_D2,,ACOXPA - SAN JUAN DE DIOS,,19.29577259,-99.13341522,,,0,,0
50141-ACUEDUCTO2,,ACUEDUCTO,,19.29620801,-99.02193189,,,0,,0
50025-ACUEDACOY0,,ACUEDUCTO - ACOYAPA FRENTE AL REGISTRO CIVIL 23,,19.50948653,-99.12348032,,,0,,0
50025-ACUEDARAC8,,ACUEDUCTO - ARACAZU,,19.50886964,-99.12315845,,,0,,0
5145A-ACUEDAREN8,,ACUEDUCTO - ARENAL,,19.29401063,-99.15049553,,,0,,0
5145A-ACUEDCAMI1,,ACUEDUCTO - CAMINO VIEJO A SANTIAGO,,19.26034749,-99.12548661,,,0,,0
5145A-ACUEDCARR4,,ACUEDUCTO - CARRETERA SAN PABLO - TOPILEJO,,19.25922324,-99.12403822,,,0,,0
50025-ACUEDCART4,,ACUEDUCTO - CARTAGENA DEL SUR,,19.50558292,-99.12216067,,,0,,0
50101-ACUEDCIEN2,,ACUEDUCTO - CIENFUEGOS,,19.50239726,-99.12150621,,,0,,0
5145A-ACUEDFREN3,,ACUEDUCTO - FRENTE CETIS 49,,19.26216045,-99.12768602,,,0,,0
50101-ACUEDINSU9,,ACUEDUCTO - INSURGENTES,,19.50162865,-99.1179657,,,0,,0
5145A-ACUEDLA_N1,,ACUEDUCTO - LA NORIA,,19.26909814,-99.12851214,,,0,,0
50025-ACUEDLA_P0,,ACUEDUCTO - LA PRESA,,19.51928558,-99.12436008,,,0,,0
50025-ACUEDLA_R4,,ACUEDUCTO - LA RIOJA,,19.50459183,-99.12241817,,,0,,0
50025-ACUEDPUER3,,ACUEDUCTO - PUERTO BARACOA,La calle se llama ViÃ±a del Mar,19.5070392,-99.12238598,,,0,,0
5145A-_ACUED_SAN_D9,,ACUEDUCTO - SAN JUAN DE DIOS,,19.29685608,-99.15044188,,,0,,0
5145A-ACUEDUNID4,,ACUEDUCTO - UNIDAD HABITACIONAL EL ENCANTO,,19.26542171,-99.12779331,,,0,,0
50025-ACUEDVIDR6,,ACUEDUCTO - VIDRIO PLANO,,19.51320801,-99.12405968,,,0,,0
200L8-ACULCO9,,ACULCO,Metro 8,19.37292574,-99.10739779,,,0,,0
5119B-ADOLFMANU7,,ADOLFO LÓPEZ MATEOS  - MANUEL GONZÁLEZ,,19.378543,-99.22087669,,,0,,0
5119B-ADOLFÁLVA1,,ADOLFO LÓPEZ MATEOS - ÁLVARO OBREGÓN,,19.37813816,-99.22272205,,,0,,0
5101D-ADOLF_DEL7,,ADOLFO LÓPEZ MATEOS -  DEL CASTILLO,,19.53876058,-99.14042115,,,0,,0
5101D-ADOLFLÁZA1,,ADOLFO LÓPEZ MATEOS - LÁZARO CÁRDENAS,,19.53110636,-99.1418159,,,0,,0
5101D-ADOLFMIGU0,,ADOLFO LÓPEZ MATEOS - MIGUEL ALEMÁN,,19.53355332,-99.14176226,,,0,,0
200LA-AGRÍCOLA_0,,AGRÍCOLA ORIENTAL,Metro A,19.40404596,-99.06982541,,,0,,0
1SAUS-AGRICULTU0,,AGRICULTURA,,19.40504778,-99.1763413,,,0,,0
50104-AGUSTGENA8,,AGUSTÍN LARA - GENARO NUÑEZ,,19.5617472,-99.139629,,,0,,0
50101-_AGUST_LER_T7,,AGUSTÍN LARA - LERDO DE TEJADA,,19.56345992,-99.13985252,,,0,,0
1CORE-AGUSTIN_M9,,AGUSTIN MELGAR,Sentido Norte Lateral De Circuito  Interior Y Calle AgustÃ­n Melgar,19.41902203,-99.17759657,,,0,,0
50163-AGUST_SAN5,,AGUSTÍN MELGAR -  SANTIAGO,,19.35570839,-99.0012145,,,0,,0
5013A-AGUSTZAMO1,,AGUSTIN MELGAR - ZAMORA,,19.41876906,-99.17672753,,,0,,0
50168-AGUSTJAVI6,,AGUSTÍN OLACHEA AVILÉS - JAVIER BARROS SIERRA,,19.42360564,-99.07261491,,,0,,0
50168-AGUSTBENI7,,AGUSTÍN OLACHEA AVILÉS -BENITO COQUET,,19.41922638,-99.07326869,,,0,,0
50168-AGUSTERNE3,,AGUSTÍN OLACHEA AVILÉS -ERNESTO P. URUCHURTÚ,,19.42212837,-99.0727973,,,0,,0
50168-AGUSTGUST3,,AGUSTÍN OLACHEA AVILÉS -GUSTAVO DÍAZ ORDAZ,,19.4179697,-99.0734303,,,0,,0
50168-AGUSTJAIM6,,AGUSTÍN OLACHEA AVILÉS -JAIME TORRES BODET,,19.42066121,-99.07309771,,,0,,0
40004-AHUACATIT5,,AHUACATITLA,Rosario Puerto Aereo,19.48427322,-99.18385148,,,0,,0
40001-AJUSCO0,,AJUSCO,EJE Central,19.35907295,-99.15173778,,,0,,0
5034A-ALAMEDA_P8,,ALAMEDA PONIENTE,,19.3687658,-99.25748348,,,0,,0
300L2-ÁLAMOS9,,ÁLAMOS,EstaciÃ³n de MetrobÃºs. LÃ­nea 2,19.394604,-99.142555,,,0,,1
50103-ALBENGODA6,,ALBENIZ - GODARD,,19.47039563,-99.14088249,,,0,,0
5101D-_ALBER_CIE_C6,,ALBERTO HERRERA - CIERRE DE CIRCUITO FERROPLAZA,,19.48093542,-99.11268711,,,0,,0
1SAUS-ALDAMA0,,ALDAMA,,19.38705455,-99.05506253,,,0,,0
1CEUS-ALDAMA_13,,ALDAMA_1,,19.44574278,-99.15054917,,,0,,0
40006-ALFAREROS3,,ALFAREROS,Rosario Puerto Aereo,19.50854603,-99.20843124,,,0,,0
5123A-ALFONALFO7,,ALFONSO PRIANI - ALFONSO PRIANI,,19.30580729,-99.23354745,,,0,,0
5123A-ALFONFLOR7,,ALFONSO PRIANI - FLORES MAGÓN,,19.3064857,-99.23060775,,,0,,0
5123A-ALFONFRAN1,,ALFONSO PRIANI - FRANCISCO VILLA,,19.30611106,-99.23162699,,,0,,0
5123A-ALFONMANU0,,ALFONSO PRIANI - MANUEL CASTREJON,,19.30567566,-99.23251748,,,0,,0
5123A-ALFONMORE0,,ALFONSO PRIANI - MORELIA,,19.30775138,-99.23013568,,,0,,0
